catalogNumber;recordNumber;organismName;scientificname;genus;subFamily;family;order;class;phylum;kingdom;locality;sector;stateProvince;country;tribu;subtribu;habitat;decimalLatitude;decimalLongitude;eventDate;species_homepage;dctermns:references;fotografia;vista;sex;comentario;recordedBy;emailautor
99-SRNP-2137-DHJ37241;99-SRNP-2137;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/358-calixto-moraga-medina;Neoxeniades luda;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Bejuquilla;Sector El Hacha;Guanacaste;Costa Rica;;;Bosque Seco;11,03004;-85,52699;01/16/1999;;;99-SRNP-2137-DHJ37241.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-40975-DHJ92788;04-SRNP-40975;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/241-neoxeniades-pluviasilva-hesperiidae;Neoxeniades pluviasilva;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Caribe;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90187;-85,27495;4/7/2004;;;04-SRNP-40975-DHJ92788.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-40975-DHJ92789;04-SRNP-40975;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/241-neoxeniades-pluviasilva-hesperiidae;Neoxeniades pluviasilva;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Caribe;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90187;-85,27495;4/7/2004;;;04-SRNP-40975-DHJ92789.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-42888-DHJ302890;04-SRNP-42888;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/241-neoxeniades-pluviasilva-hesperiidae;Neoxeniades pluviasilva;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Rincon;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,8962;-85,27769;12/8/2004;;;04-SRNP-42888-DHJ302890.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-42888-DHJ302891;04-SRNP-42888;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/241-neoxeniades-pluviasilva-hesperiidae;Neoxeniades pluviasilva;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Rincon;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,8962;-85,27769;12/8/2004;;;04-SRNP-42888-DHJ302891.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-16679-DHJ38496;02-SRNP-16679;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/1022-i-nicephellus-nicephorus-i-hesperiidae;Nicephellus nicephorus;Nicephellus;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Finca Araya;Sector El Hacha;Guanacaste;Costa Rica;;;Bosque Seco;11,01541;-85,51125;06/25/2002;;;02-SRNP-16679-DHJ38496.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-16679-DHJ38497;02-SRNP-16679;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/1022-i-nicephellus-nicephorus-i-hesperiidae;Nicephellus nicephorus;Nicephellus;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Finca Araya;Sector El Hacha;Guanacaste;Costa Rica;;;Bosque Seco;11,01541;-85,51125;06/25/2002;;;02-SRNP-16679-DHJ38497.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-27689-DHJ37310;02-SRNP-27689;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/1022-i-nicephellus-nicephorus-i-hesperiidae;Nicephellus nicephorus;Nicephellus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Camino Mangos;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,00766;-85,47926;07/31/2002;;;02-SRNP-27689-DHJ37310.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-27689-DHJ37311;02-SRNP-27689;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/1022-i-nicephellus-nicephorus-i-hesperiidae;Nicephellus nicephorus;Nicephellus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Camino Mangos;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,00766;-85,47926;07/31/2002;;;02-SRNP-27689-DHJ37311.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
07-SRNP-40879-DHJ375358;07-SRNP-40879;;Niconiades gladys;Niconiades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Finca Hugo;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,88068;-85,26968;4/14/2007;;;07-SRNP-40879-DHJ375358.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
07-SRNP-40879-DHJ375359;07-SRNP-40879;;Niconiades gladys;Niconiades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Finca Hugo;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,88068;-85,26968;4/14/2007;;;07-SRNP-40879-DHJ375359.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
07-SRNP-42460-DHJ378860;07-SRNP-42460;;Niconiades gladys;Niconiades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Finca Hugo;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,88068;-85,26968;9/10/2007;;;07-SRNP-42460-DHJ378860.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
07-SRNP-42460-DHJ378861;07-SRNP-42460;;Niconiades gladys;Niconiades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Finca Hugo;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,88068;-85,26968;9/10/2007;;;07-SRNP-42460-DHJ378861.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-17553-DHJ37044;01-SRNP-17553;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/976-i-niconiades-incomptus-i-hesperiidae;Niconiades incomptus;Niconiades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada San Pancho;Sector Horizontes;Guanacaste;Costa Rica;;;Bosque Seco;10,74769;-85,58577;10/15/2001;;;01-SRNP-17553-DHJ37044.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-17553-DHJ37045;01-SRNP-17553;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/976-i-niconiades-incomptus-i-hesperiidae;Niconiades incomptus;Niconiades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada San Pancho;Sector Horizontes;Guanacaste;Costa Rica;;;Bosque Seco;10,74769;-85,58577;10/15/2001;;;01-SRNP-17553-DHJ37045.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
08-SRNP-24218-DHJ500548;08-SRNP-24218;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/976-i-niconiades-incomptus-i-hesperiidae;Niconiades incomptus;Niconiades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Los Almendros;Sector El Hacha;Guanacaste;Costa Rica;;;Bosque Seco;11,03226;-85,52776;10/31/2008;;;08-SRNP-24218-DHJ500548.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
08-SRNP-24218-DHJ500549;08-SRNP-24218;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/976-i-niconiades-incomptus-i-hesperiidae;Niconiades incomptus;Niconiades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Los Almendros;Sector El Hacha;Guanacaste;Costa Rica;;;Bosque Seco;11,03226;-85,52776;10/31/2008;;;08-SRNP-24218-DHJ500549.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-24032-DHJ327784;05-SRNP-24032;;Nisoniades Burns02;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Los Almendros;Sector El Hacha;Guanacaste;Costa Rica;;;Bosque Seco;11,03226;-85,52776;9/9/2005;;;05-SRNP-24032-DHJ327784.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-24032-DHJ327785;05-SRNP-24032;;Nisoniades Burns02;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Los Almendros;Sector El Hacha;Guanacaste;Costa Rica;;;Bosque Seco;11,03226;-85,52776;9/9/2005;;;05-SRNP-24032-DHJ327785.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-14613-DHJ348984;01-SRNP-14613;;Nisoniades Burns02;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Bosque Humedo;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,85145;-85,60801;06/25/2001;;;01-SRNP-14613-DHJ348984.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-14613-DHJ348985;01-SRNP-14613;;Nisoniades Burns02;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Bosque Humedo;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,85145;-85,60801;06/25/2001;;;01-SRNP-14613-DHJ348985.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-1751-DHJ323268;05-SRNP-1751;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/3578-i-nisoniades-castolus-i-hesperiidae;Nisoniades castolus;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Vado Rio Cucaracho;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,8702;-85,39153;4/4/2005;;;05-SRNP-1751-DHJ323268.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-1751-DHJ323269;05-SRNP-1751;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/3578-i-nisoniades-castolus-i-hesperiidae;Nisoniades castolus;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Vado Rio Cucaracho;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,8702;-85,39153;4/4/2005;;;05-SRNP-1751-DHJ323269.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-2312-DHJ323274;05-SRNP-2312;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/3578-i-nisoniades-castolus-i-hesperiidae;Nisoniades castolus;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Rio Blanco Abajo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90037;-85,37254;04/22/2005;;;05-SRNP-2312-DHJ323274.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-2312-DHJ323275;05-SRNP-2312;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/3578-i-nisoniades-castolus-i-hesperiidae;Nisoniades castolus;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Rio Blanco Abajo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90037;-85,37254;04/22/2005;;;05-SRNP-2312-DHJ323275.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-1412-DHJ39630;03-SRNP-1412;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/882-i-nisoniades-godma-i-hesperiidae;Nisoniades godma;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Metereologico;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,00199;-85,46166;01/27/2003;;;03-SRNP-1412-DHJ39630.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-1412-DHJ39631;03-SRNP-1412;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/882-i-nisoniades-godma-i-hesperiidae;Nisoniades godma;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Metereologico;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,00199;-85,46166;01/27/2003;;;03-SRNP-1412-DHJ39631.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-5568-DHJ306848;02-SRNP-5568;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/882-i-nisoniades-godma-i-hesperiidae;Nisoniades godma;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Canyon Rio Mena;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,99616;-85,45562;02/18/2002;;;02-SRNP-5568-DHJ306848.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-5568-DHJ306849;02-SRNP-5568;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/882-i-nisoniades-godma-i-hesperiidae;Nisoniades godma;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Canyon Rio Mena;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,99616;-85,45562;02/18/2002;;;02-SRNP-5568-DHJ306849.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-16913-DHJ348982;01-SRNP-16913;;Nisoniades rubescensDHJ01;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estero Naranjo;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,80426;-85,68285;08/19/2001;;;01-SRNP-16913-DHJ348982.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-16913-DHJ348983;01-SRNP-16913;;Nisoniades rubescensDHJ01;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estero Naranjo;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,80426;-85,68285;08/19/2001;;;01-SRNP-16913-DHJ348983.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-22824-DHJ306326;04-SRNP-22824;;Nisoniades rubescensDHJ02;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Oro;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,03376;-85,47715;06/18/2004;;;04-SRNP-22824-DHJ306326.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-22824-DHJ306327;04-SRNP-22824;;Nisoniades rubescensDHJ02;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Oro;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,03376;-85,47715;06/18/2004;;;04-SRNP-22824-DHJ306327.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-48521-DHJ306328;04-SRNP-48521;;Nisoniades rubescensDHJ02;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Otilio;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Seco;10,88996;-85,47966;9/3/2004;;;04-SRNP-48521-DHJ306328.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-48521-DHJ306329;04-SRNP-48521;;Nisoniades rubescensDHJ02;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Otilio;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Seco;10,88996;-85,47966;9/3/2004;;;04-SRNP-48521-DHJ306329.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
08-SRNP-2752-DHJ391234;08-SRNP-2752;;Nisoniades tortaDHJ01;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Camino San Luis;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;;;6/9/2008;;;08-SRNP-2752-DHJ391234.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
08-SRNP-2752-DHJ391235;08-SRNP-2752;;Nisoniades tortaDHJ01;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Camino San Luis;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;;;6/9/2008;;;08-SRNP-2752-DHJ391235.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
06-SRNP-659-DHJ334124;06-SRNP-659;;Nisoniades tortaDHJ02;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Corrales Viejos;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,89974;-85,38085;01/18/2006;;;06-SRNP-659-DHJ334124.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
06-SRNP-659-DHJ334125;06-SRNP-659;;Nisoniades tortaDHJ02;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Corrales Viejos;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,89974;-85,38085;01/18/2006;;;06-SRNP-659-DHJ334125.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
09-SRNP-3730-DHJ518932;09-SRNP-3730;;Nisoniades tortaDHJ02;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Puente Palma;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,9163;-85,37869;07/18/2009;;;09-SRNP-3730-DHJ518932.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
09-SRNP-3730-DHJ518933;09-SRNP-3730;;Nisoniades tortaDHJ02;Nisoniades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Puente Palma;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,9163;-85,37869;07/18/2009;;;09-SRNP-3730-DHJ518933.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
98-SRNP-2842-DHJ31914;98-SRNP-2842;;Noctuana lactifera;Noctuana;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Toma Agua;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92847;-85,4668;5/7/1998;;;98-SRNP-2842-DHJ31914.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
98-SRNP-2842-DHJ31915;98-SRNP-2842;;Noctuana lactifera;Noctuana;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Toma Agua;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92847;-85,4668;5/7/1998;;;98-SRNP-2842-DHJ31915.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-24244-DHJ36772;02-SRNP-24244;;Noctuana lactifera;Noctuana;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Cacao;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92691;-85,46822;10/22/2002;;;02-SRNP-24244-DHJ36772.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-24244-DHJ36773;02-SRNP-24244;;Noctuana lactifera;Noctuana;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Cacao;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92691;-85,46822;10/22/2002;;;02-SRNP-24244-DHJ36773.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-2491-DHJ37214;01-SRNP-2491;;Noctuana stator;Noctuana;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Rio Blanco Abajo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90037;-85,37254;07/14/2001;;;01-SRNP-2491-DHJ37214.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-2491-DHJ37215;01-SRNP-2491;;Noctuana stator;Noctuana;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Rio Blanco Abajo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90037;-85,37254;07/14/2001;;;01-SRNP-2491-DHJ37215.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-17989-DHJ37212;02-SRNP-17989;;Noctuana stator;Noctuana;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Puente Mena;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,04562;-85,45742;7/12/2002;;;02-SRNP-17989-DHJ37212.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-17989-DHJ37213;02-SRNP-17989;;Noctuana stator;Noctuana;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Puente Mena;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,04562;-85,45742;7/12/2002;;;02-SRNP-17989-DHJ37213.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-22408-DHJ92022;03-SRNP-22408;;Nyctelius nycteliusDHJ01;Nyctelius;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Nayo;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92446;-85,46953;08/23/2003;;;03-SRNP-22408-DHJ92022.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-22408-DHJ92023;03-SRNP-22408;;Nyctelius nycteliusDHJ01;Nyctelius;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Nayo;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92446;-85,46953;08/23/2003;;;03-SRNP-22408-DHJ92023.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-23610-DHJ98000;02-SRNP-23610;;Nyctelius nycteliusDHJ01;Nyctelius;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Cacao;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92691;-85,46822;9/2/2002;;;02-SRNP-23610-DHJ98000.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-23610-DHJ98001;02-SRNP-23610;;Nyctelius nycteliusDHJ01;Nyctelius;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Cacao;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92691;-85,46822;9/2/2002;;;02-SRNP-23610-DHJ98001.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-22755-DHJ92020;03-SRNP-22755;;Nyctelius nycteliusDHJ02;Nyctelius;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Naranjales;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92268;-85,46405;09/18/2003;;;03-SRNP-22755-DHJ92020.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-22755-DHJ92021;03-SRNP-22755;;Nyctelius nycteliusDHJ02;Nyctelius;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Naranjales;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92268;-85,46405;09/18/2003;;;03-SRNP-22755-DHJ92021.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-8230-DHJ98012;02-SRNP-8230;;Nyctelius nycteliusDHJ02;Nyctelius;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Nayo;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92446;-85,46953;02/21/2002;;;02-SRNP-8230-DHJ98012.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-8230-DHJ98013;02-SRNP-8230;;Nyctelius nycteliusDHJ02;Nyctelius;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Nayo;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92446;-85,46953;02/21/2002;;;02-SRNP-8230-DHJ98013.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
09-SRNP-65403-DHJ504638;09-SRNP-65403;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/688-i-nyctus-hiarbas-i-hesperiidae;Nyctus hiarbas;Nyctus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Jacobo;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,94076;-85,3177;2/20/2009;;;09-SRNP-65403-DHJ504638.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
09-SRNP-65403-DHJ504639;09-SRNP-65403;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/688-i-nyctus-hiarbas-i-hesperiidae;Nyctus hiarbas;Nyctus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Jacobo;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,94076;-85,3177;2/20/2009;;;09-SRNP-65403-DHJ504639.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
06-SRNP-1998-DHJ333876;06-SRNP-1998;;Ocyba calathana;Ocyba;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion San Cristobal;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,87097;-85,39144;03/13/2006;;;06-SRNP-1998-DHJ333876.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
